<Ticker>,<Per>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<VAL>,<COUNT>,<PREVIOUS>,<COL1>,<COL2>,<TSEClose>,<MarketValue>,<ShareCount>
ZAGROS,d,20141115,000000,21301,21325,21101,21101,116511,2482279896,70,21462,زاگرس,13930824,000000,21305,50642400000000,2400000000
ZAGROS,d,20141116,000000,21287,21287,21103,21195,214226,4534729288,79,21305,زاگرس,13930825,000000,21168,50868000000000,2400000000
ZAGROS,d,20141117,000000,21009,21175,20906,21001,232465,4884673353,86,21168,زاگرس,13930826,000000,21013,50402400000000,2400000000
ZAGROS,d,20141118,000000,21200,21495,19988,20890,619532,12671669762,134,21013,زاگرس,13930827,000000,20454,50136000000000,2400000000
ZAGROS,d,20141119,000000,20003,20500,20001,20495,87044,1777334989,57,20454,زاگرس,13930828,000000,20419,49188000000000,2400000000
ZAGROS,d,20141122,000000,20495,20500,19521,19600,429235,8616936258,169,20419,زاگرس,13930901,000000,20075,47040000000000,2400000000
ZAGROS,d,20141123,000000,20000,20000,19525,19700,292052,5727670514,86,20075,زاگرس,13930902,000000,19612,47280000000000,2400000000
ZAGROS,d,20141124,000000,19800,20500,19600,20149,311111,6346830045,86,19612,زاگرس,13930903,000000,20401,48357600000000,2400000000
ZAGROS,d,20141125,000000,19628,19700,19501,19700,48727,954224046,40,20401,زاگرس,13930904,000000,19583,47280000000000,2400000000
ZAGROS,d,20141126,000000,19550,19940,19550,19910,47697,936612700,47,19583,زاگرس,13930905,000000,19637,47784000000000,2400000000
ZAGROS,d,20141129,000000,19909,19910,19220,19220,435791,8472830284,94,19637,زاگرس,13930908,000000,19442,46128000000000,2400000000
ZAGROS,d,20141130,000000,18745,18785,18470,18470,76264,1415100033,87,19442,زاگرس,13930909,000000,18555,44328000000000,2400000000
ZAGROS,d,20141201,000000,18470,18889,18470,18800,28285,532262420,30,18555,زاگرس,13930910,000000,18818,45120000000000,2400000000
ZAGROS,d,20141202,000000,18820,18850,18100,18300,37559,684869778,37,18818,زاگرس,13930911,000000,18235,43920000000000,2400000000
ZAGROS,d,20141203,000000,18100,18200,18010,18100,57873,1046239589,61,18235,زاگرس,13930912,000000,18078,43440000000000,2400000000
ZAGROS,d,20141206,000000,18000,18005,17650,17915,28293,507457394,40,18078,زاگرس,13930915,000000,17936,42996000000000,2400000000
ZAGROS,d,20141207,000000,17890,18000,17723,18000,36709,655574976,36,17936,زاگرس,13930916,000000,17859,43200000000000,2400000000
ZAGROS,d,20141208,000000,18541,18751,17912,18751,320718,5993215936,77,17859,زاگرس,13930917,000000,18687,45002400000000,2400000000
ZAGROS,d,20141209,000000,18874,19500,18452,18800,19153,363595274,25,18687,زاگرس,13930918,000000,18984,45120000000000,2400000000
ZAGROS,d,20141210,000000,18516,18700,18350,18360,125570,2312379165,30,18984,زاگرس,13930919,000000,18415,44064000000000,2400000000
ZAGROS,d,20141214,000000,18360,18415,17508,17981,282914,5177054122,56,18415,زاگرس,13930923,000000,18299,43154400000000,2400000000
ZAGROS,d,20141215,000000,17700,18400,17700,17803,268418,4852687368,43,18299,زاگرس,13930924,000000,18079,42727200000000,2400000000
ZAGROS,d,20141216,000000,18000,18279,17771,18098,84747,1526854767,64,18079,زاگرس,13930925,000000,18017,43435200000000,2400000000
ZAGROS,d,20141217,000000,18000,18199,17950,18000,99154,1792467028,37,18017,زاگرس,13930926,000000,18078,43200000000000,2400000000
ZAGROS,d,20141220,000000,18400,18800,18000,18389,180298,3295163074,65,18078,زاگرس,13930929,000000,18276,44133600000000,2400000000
ZAGROS,d,20141222,000000,18580,18580,18350,18448,145800,2687717104,106,18276,زاگرس,13931001,000000,18434,44275200000000,2400000000
ZAGROS,d,20141224,000000,18928,18928,17900,18000,241378,4341057705,74,18434,زاگرس,13931003,000000,17984,43200000000000,2400000000
ZAGROS,d,20141227,000000,17901,18001,17901,17981,56950,1022918494,35,17984,زاگرس,13931006,000000,17962,43154400000000,2400000000
ZAGROS,d,20141228,000000,17913,18000,17511,17675,190945,3399879148,140,17962,زاگرس,13931007,000000,17806,42420000000000,2400000000
ZAGROS,d,20141229,000000,17782,17790,17420,17451,286782,5019559233,98,17806,زاگرس,13931008,000000,17503,41882400000000,2400000000
ZAGROS,d,20141230,000000,17330,17330,16900,17000,238998,4068825182,151,17503,زاگرس,13931009,000000,17025,40800000000000,2400000000
ZAGROS,d,20141231,000000,16900,16990,16702,16705,30858,517808977,52,17025,زاگرس,13931010,000000,16780,40092000000000,2400000000
ZAGROS,d,20150103,000000,16600,16650,16551,16647,51232,849841310,47,16780,زاگرس,13931013,000000,16588,39952800000000,2400000000
ZAGROS,d,20150104,000000,16500,16590,16470,16500,44405,733773852,70,16588,زاگرس,13931014,000000,16525,39600000000000,2400000000
ZAGROS,d,20150105,000000,16520,16731,16500,16700,19300,320409256,29,16525,زاگرس,13931015,000000,16602,40080000000000,2400000000
ZAGROS,d,20150106,000000,16566,16600,15772,15900,133872,2157567879,125,16602,زاگرس,13931016,000000,16117,38160000000000,2400000000
ZAGROS,d,20150107,000000,16190,16190,15312,15312,770971,11949582036,257,16117,زاگرس,13931017,000000,15499,36748800000000,2400000000
ZAGROS,d,20150110,000000,15200,15299,14725,14725,627321,9331355233,127,15499,زاگرس,13931020,000000,14875,35340000000000,2400000000
ZAGROS,d,20150111,000000,14500,14925,14140,14900,146573,2089750558,113,14875,زاگرس,13931021,000000,14257,35760000000000,2400000000
ZAGROS,d,20150112,000000,14162,14969,14162,14969,57354,857686169,29,14257,زاگرس,13931022,000000,14954,35925600000000,2400000000
ZAGROS,d,20150113,000000,15701,15701,14500,14701,199190,3005286903,123,14954,زاگرس,13931023,000000,15088,35282400000000,2400000000
ZAGROS,d,20150114,000000,15000,15588,14600,15000,159930,2394363091,106,15088,زاگرس,13931024,000000,14971,36000000000000,2400000000
ZAGROS,d,20150117,000000,15497,15719,15497,15719,414156,6508651706,95,14971,زاگرس,13931027,000000,15715,37725600000000,2400000000
ZAGROS,d,20150118,000000,16002,16480,15800,15850,457949,7433223912,266,15715,زاگرس,13931028,000000,16232,38040000000000,2400000000
ZAGROS,d,20150119,000000,15979,16000,15422,15890,72267,1125519103,83,16232,زاگرس,13931029,000000,15574,38136000000000,2400000000
ZAGROS,d,20150120,000000,15500,15652,15401,15620,18944,294075068,26,15574,زاگرس,13931030,000000,15523,37488000000000,2400000000
ZAGROS,d,20150121,000000,15776,15776,14900,15122,127429,1921104933,67,15523,زاگرس,13931101,000000,15076,36292800000000,2400000000
ZAGROS,d,20150124,000000,15122,15122,14812,15010,76769,1147846250,32,15076,زاگرس,13931104,000000,14952,36024000000000,2400000000
ZAGROS,d,20150125,000000,15050,15485,14700,15000,122998,1831337488,77,14952,زاگرس,13931105,000000,14889,36000000000000,2400000000
ZAGROS,d,20150126,000000,14760,15184,14690,14999,167568,2479909915,56,14889,زاگرس,13931106,000000,14799,35997600000000,2400000000
ZAGROS,d,20150127,000000,14551,15097,14551,14701,247293,3660333088,40,14799,زاگرس,13931107,000000,14802,35282400000000,2400000000
ZAGROS,d,20150128,000000,15000,15169,15000,15169,142796,2150419623,67,14802,زاگرس,13931108,000000,15059,36405600000000,2400000000
ZAGROS,d,20150131,000000,15015,15540,15015,15490,37087,572046841,44,15059,زاگرس,13931111,000000,15424,37176000000000,2400000000
ZAGROS,d,20150201,000000,15500,15500,14950,15450,63468,970750722,45,15424,زاگرس,13931112,000000,15295,37080000000000,2400000000
ZAGROS,d,20150202,000000,15400,15495,15300,15469,21847,337163385,25,15295,زاگرس,13931113,000000,15433,37125600000000,2400000000
ZAGROS,d,20150203,000000,15450,15600,15360,15500,88101,1363376669,62,15433,زاگرس,13931114,000000,15475,37200000000000,2400000000
ZAGROS,d,20150204,000000,15500,16000,15444,15572,80873,1259941962,65,15475,زاگرس,13931115,000000,15579,37372800000000,2400000000
ZAGROS,d,20150207,000000,15750,15750,15450,15598,41736,651725558,29,15579,زاگرس,13931118,000000,15615,37435200000000,2400000000
ZAGROS,d,20150208,000000,15310,15600,15230,15479,78072,1197685875,34,15615,زاگرس,13931119,000000,15341,37149600000000,2400000000
ZAGROS,d,20150209,000000,15330,15599,15021,15249,58241,890075065,36,15341,زاگرس,13931120,000000,15283,36597600000000,2400000000
ZAGROS,d,20150210,000000,15490,15490,15011,15244,43632,659907509,28,15283,زاگرس,13931121,000000,15124,36585600000000,2400000000
ZAGROS,d,20150214,000000,15244,15529,15076,15450,73540,1123841261,38,15124,زاگرس,13931125,000000,15282,37080000000000,2400000000
ZAGROS,d,20150215,000000,15000,15300,15000,15250,13428,203166213,29,15282,زاگرس,13931126,000000,15130,36600000000000,2400000000
ZAGROS,d,20150216,000000,15010,15300,15004,15203,13985,212271626,14,15130,زاگرس,13931127,000000,15179,36487200000000,2400000000
ZAGROS,d,20150217,000000,15300,15300,14500,14800,440311,6493004550,85,15179,زاگرس,13931128,000000,14746,35520000000000,2400000000
ZAGROS,d,20150218,000000,15155,15155,14505,15130,37692,555914435,26,14746,زاگرس,13931129,000000,14749,36312000000000,2400000000
ZAGROS,d,20150304,000000,14152,14153,14152,14153,1697,24016894,3,14749,زاگرس,13931213,000000,14748,33967200000000,2400000000
ZAGROS,d,20150307,000000,14150,14150,13612,13760,25538,356175020,44,14748,زاگرس,13931216,000000,14727,33024000000000,2400000000
ZAGROS,d,20150308,000000,13948,13990,13803,13950,67423,936756203,32,14727,زاگرس,13931217,000000,14668,33480000000000,2400000000
ZAGROS,d,20150309,000000,13703,14200,13703,14200,43500,615964546,22,14668,زاگرس,13931218,000000,14645,34080000000000,2400000000
ZAGROS,d,20150310,000000,13861,14399,13861,14399,23962,341600901,21,14645,زاگرس,13931219,000000,14635,34557600000000,2400000000
ZAGROS,d,20150311,000000,14012,14500,14000,14350,102738,1469750377,29,14635,زاگرس,13931220,000000,14600,34440000000000,2400000000
ZAGROS,d,20150314,000000,14750,14750,14301,14301,514,7365531,2,14600,زاگرس,13931223,000000,14600,34322400000000,2400000000
ZAGROS,d,20150315,000000,14500,14500,14213,14500,38532,554835591,32,14600,زاگرس,13931224,000000,14592,34800000000000,2400000000
ZAGROS,d,20150316,000000,14223,14500,14201,14201,112669,1609643893,31,14592,زاگرس,13931225,000000,14556,34082400000000,2400000000
ZAGROS,d,20150317,000000,14500,14500,14202,14300,46768,668884755,15,14556,زاگرس,13931226,000000,14544,34320000000000,2400000000
ZAGROS,d,20150318,000000,14400,16500,14400,15990,101129,1537727093,78,14544,زاگرس,13931227,000000,14614,38376000000000,2400000000
ZAGROS,d,20150325,000000,16500,16500,16409,16409,21661,355771509,23,14614,زاگرس,13940105,000000,14655,39381600000000,2400000000
ZAGROS,d,20150328,000000,15501,16490,15501,16100,45727,742162136,40,14655,زاگرس,13940108,000000,14730,38640000000000,2400000000
ZAGROS,d,20150329,000000,16190,16390,15622,16100,41489,670489919,35,14730,زاگرس,13940109,000000,14792,38640000000000,2400000000
ZAGROS,d,20150330,000000,15501,16093,15500,15750,28000,440818710,22,14792,زاگرس,13940110,000000,14820,37800000000000,2400000000
ZAGROS,d,20150331,000000,16218,16218,15751,15760,28800,460680508,33,14820,زاگرس,13940111,000000,14855,37824000000000,2400000000
ZAGROS,d,20150404,000000,17001,20997,17001,19988,1820639,34555862998,1381,14855,زاگرس,13940115,000000,18980,47971200000000,2400000000
ZAGROS,d,20150405,000000,19929,19929,18200,18350,1471483,28367165462,1076,18980,زاگرس,13940116,000000,19278,44040000000000,2400000000
ZAGROS,d,20150406,000000,18315,18315,18315,18315,41269,755841735,50,19278,زاگرس,13940117,000000,18315,43956000000000,2400000000
ZAGROS,d,20150407,000000,17400,17400,17400,17400,8287,144193800,14,18315,زاگرس,13940118,000000,17400,41760000000000,2400000000
ZAGROS,d,20150408,000000,16530,16530,16530,16530,143674,2374931220,87,17400,زاگرس,13940119,000000,16530,39672000000000,2400000000
ZAGROS,d,20150411,000000,15704,16470,15704,15760,547194,8650001296,463,16530,زاگرس,13940122,000000,15808,37824000000000,2400000000
ZAGROS,d,20150412,000000,16148,16149,15201,15400,270159,4148195770,237,15808,زاگرس,13940123,000000,15355,36960000000000,2400000000
ZAGROS,d,20150413,000000,15510,16120,15160,16120,198672,3123963416,203,15355,زاگرس,13940124,000000,15724,38688000000000,2400000000
ZAGROS,d,20150414,000000,15825,16510,15825,16510,236774,3900058806,112,15724,زاگرس,13940125,000000,16472,39624000000000,2400000000
ZAGROS,d,20150415,000000,16790,16790,16200,16390,107791,1760601522,104,16472,زاگرس,13940126,000000,16333,39336000000000,2400000000
ZAGROS,d,20150418,000000,16040,16600,16040,16350,90151,1478006859,123,16333,زاگرس,13940129,000000,16395,39240000000000,2400000000
ZAGROS,d,20150419,000000,16399,16400,16168,16172,94139,1526092439,100,16395,زاگرس,13940130,000000,16211,38812800000000,2400000000
ZAGROS,d,20150420,000000,15830,16003,15823,15970,35117,559788006,54,16211,زاگرس,13940131,000000,15941,38328000000000,2400000000
ZAGROS,d,20150421,000000,15998,16699,15930,16350,253042,4114348895,114,15941,زاگرس,13940201,000000,16260,39240000000000,2400000000
ZAGROS,d,20150422,000000,16210,16790,16210,16790,103231,1706357038,141,16260,زاگرس,13940202,000000,16530,40296000000000,2400000000
ZAGROS,d,20150425,000000,16890,17037,16700,16851,185019,3124478863,169,16530,زاگرس,13940205,000000,16887,40442400000000,2400000000
ZAGROS,d,20150426,000000,16950,17120,16500,16500,252318,4220329507,141,16887,زاگرس,13940206,000000,16726,39600000000000,2400000000
ZAGROS,d,20150427,000000,16500,16503,16251,16440,206132,3378947013,81,16726,زاگرس,13940207,000000,16392,39456000000000,2400000000
ZAGROS,d,20150428,000000,16695,16695,16358,16358,131559,2161896564,132,16392,زاگرس,13940208,000000,16433,39259200000000,2400000000
ZAGROS,d,20150429,000000,16361,16499,16361,16400,627366,10292240485,313,16433,زاگرس,13940209,000000,16405,39360000000000,2400000000
ZAGROS,d,20150610,000000,12470,12470,11600,11905,352329,4186472718,68,12735,زاگرس,13940320,000000,12422,28572000000000,2400000000
ZAGROS,d,20150613,000000,11707,12596,11707,12001,96910,1178884191,55,12422,زاگرس,13940323,000000,12396,28802400000000,2400000000
ZAGROS,d,20150614,000000,12389,12397,11960,11960,172181,2077872225,76,12396,زاگرس,13940324,000000,12337,28704000000000,2400000000
ZAGROS,d,20150615,000000,12000,12000,11500,11890,87366,1034311940,52,12337,زاگرس,13940325,000000,12292,28536000000000,2400000000
ZAGROS,d,20150616,000000,11500,11819,11500,11819,38382,451976074,30,12292,زاگرس,13940326,000000,12271,28365600000000,2400000000
ZAGROS,d,20150617,000000,11999,12590,11999,12385,1478070,18152731050,134,12271,زاگرس,13940327,000000,12281,29724000000000,2400000000
ZAGROS,d,20150620,000000,12500,12798,12300,12598,92835,1163305316,49,12281,زاگرس,13940330,000000,12531,30235200000000,2400000000
ZAGROS,d,20150621,000000,12100,12699,12100,12580,50066,623086586,21,12531,زاگرس,13940331,000000,12445,30192000000000,2400000000
ZAGROS,d,20150622,000000,12003,12790,12003,12279,57571,707572865,48,12445,زاگرس,13940401,000000,12290,29469600000000,2400000000
ZAGROS,d,20150623,000000,12227,12292,12130,12193,133163,1624401777,78,12290,زاگرس,13940402,000000,12199,29263200000000,2400000000
ZAGROS,d,20150624,000000,12286,12286,11950,12000,216189,2593967658,80,12199,زاگرس,13940403,000000,11999,28800000000000,2400000000
ZAGROS,d,20150627,000000,11950,12250,11881,12200,4168375,50852463092,1076,11999,زاگرس,13940406,000000,12200,29280000000000,2400000000
ZAGROS,d,20150628,000000,11904,12100,11904,12100,30661,370337221,14,12200,زاگرس,13940407,000000,12078,29040000000000,2400000000
ZAGROS,d,20150629,000000,12173,12228,11920,12190,58957,715858340,28,12078,زاگرس,13940408,000000,12142,29256000000000,2400000000
ZAGROS,d,20150630,000000,12050,12221,12050,12081,99588,1206470894,54,12142,زاگرس,13940409,000000,12115,28994400000000,2400000000
ZAGROS,d,20150701,000000,11900,12200,11900,12200,54075,654731326,59,12115,زاگرس,13940410,000000,12108,29280000000000,2400000000
ZAGROS,d,20150704,000000,12080,12300,12042,12121,139594,1701828877,46,12108,زاگرس,13940413,000000,12191,29090400000000,2400000000
ZAGROS,d,20150705,000000,12357,12359,12101,12291,75547,924582495,47,12191,زاگرس,13940414,000000,12239,29498400000000,2400000000
ZAGROS,d,20150706,000000,12100,12400,12100,12400,67012,826750139,50,12239,زاگرس,13940415,000000,12337,29760000000000,2400000000
ZAGROS,d,20150707,000000,12550,12953,12540,12953,237176,3024836611,118,12337,زاگرس,13940416,000000,12754,31087200000000,2400000000
ZAGROS,d,20150711,000000,12501,13350,12500,13350,172317,2232018825,83,12754,زاگرس,13940420,000000,12953,32040000000000,2400000000
ZAGROS,d,20150712,000000,13000,13600,13000,13600,204460,2780316272,66,12953,زاگرس,13940421,000000,13598,32640000000000,2400000000
ZAGROS,d,20150713,000000,14276,14277,14276,14277,96931,1383828046,39,13598,زاگرس,13940422,000000,14276,34264800000000,2400000000
ZAGROS,d,20150714,000000,14989,14989,14799,14989,772208,11565626916,239,14276,زاگرس,13940423,000000,14977,35973600000000,2400000000
ZAGROS,d,20150715,000000,15725,15725,14334,15103,365702,5598279865,180,14977,زاگرس,13940424,000000,15308,36247200000000,2400000000
ZAGROS,d,20150720,000000,14700,14700,14543,14560,183959,2683581043,91,15308,زاگرس,13940429,000000,14588,34944000000000,2400000000
ZAGROS,d,20150721,000000,14950,14950,14501,14700,28203,411520807,32,14588,زاگرس,13940430,000000,14591,35280000000000,2400000000
ZAGROS,d,20150722,000000,14870,14870,13911,14700,145027,2123762926,42,14591,زاگرس,13940431,000000,14644,35280000000000,2400000000
ZAGROS,d,20150725,000000,14030,14200,13912,13912,80846,1125722270,54,14644,زاگرس,13940503,000000,13924,33388800000000,2400000000
ZAGROS,d,20150726,000000,13912,14120,13650,14120,35336,494778650,33,13924,زاگرس,13940504,000000,14002,33888000000000,2400000000
ZAGROS,d,20150727,000000,14600,14600,13900,13999,25087,350852970,24,14002,زاگرس,13940505,000000,13985,33597600000000,2400000000
ZAGROS,d,20150728,000000,14000,14280,14000,14200,40600,569898342,25,13985,زاگرس,13940506,000000,14037,34080000000000,2400000000
ZAGROS,d,20150729,000000,14333,14333,14065,14085,43368,612766393,27,14037,زاگرس,13940507,000000,14129,33804000000000,2400000000
ZAGROS,d,20150801,000000,14000,14400,13900,14300,28555,406463059,55,14129,زاگرس,13940510,000000,14234,34320000000000,2400000000
ZAGROS,d,20150802,000000,13901,14300,13600,13600,29730,413959160,40,14234,زاگرس,13940511,000000,13924,32640000000000,2400000000
ZAGROS,d,20150803,000000,14240,14240,13995,13995,51550,721717260,7,13924,زاگرس,13940512,000000,14000,33588000000000,2400000000
ZAGROS,d,20150804,000000,14120,14139,13661,13662,227848,3161483120,40,14000,زاگرس,13940513,000000,13875,32788800000000,2400000000
ZAGROS,d,20150805,000000,13999,13999,13501,13501,8229,112770617,18,13875,زاگرس,13940514,000000,13704,32402400000000,2400000000
ZAGROS,d,20150808,000000,13900,13900,13200,13200,22474,302046364,39,13704,زاگرس,13940517,000000,13440,31680000000000,2400000000
ZAGROS,d,20150809,000000,12951,13190,12903,12999,103787,1348714981,34,13440,زاگرس,13940518,000000,12995,31197600000000,2400000000
ZAGROS,d,20150810,000000,13300,13300,13000,13170,235108,3059011258,85,12995,زاگرس,13940519,000000,13011,31608000000000,2400000000
ZAGROS,d,20150812,000000,13300,13400,13000,13210,56200,731643920,30,13011,زاگرس,13940521,000000,13019,31704000000000,2400000000
ZAGROS,d,20150815,000000,13300,13300,12855,12999,65216,845725095,45,13019,زاگرس,13940524,000000,12968,31197600000000,2400000000
ZAGROS,d,20150816,000000,12858,12900,12700,12700,372049,4748036442,49,12968,زاگرس,13940525,000000,12762,30480000000000,2400000000
ZAGROS,d,20150817,000000,12999,12999,12500,12500,299399,3788644355,64,12762,زاگرس,13940526,000000,12654,30000000000000,2400000000
ZAGROS,d,20150818,000000,12500,12551,12451,12551,70892,886854960,33,12654,زاگرس,13940527,000000,12510,30122400000000,2400000000
ZAGROS,d,20150819,000000,12750,12750,12480,12480,193182,2416708610,45,12510,زاگرس,13940528,000000,12510,29952000000000,2400000000
ZAGROS,d,20150822,000000,12510,12554,12460,12500,743737,9298662582,69,12510,زاگرس,13940531,000000,12503,30000000000000,2400000000
ZAGROS,d,20150823,000000,12541,12600,12503,12503,36430,456041390,23,12503,زاگرس,13940601,000000,12518,30007200000000,2400000000
ZAGROS,d,20150824,000000,12518,12525,12200,12200,120589,1507121976,41,12518,زاگرس,13940602,000000,12498,29280000000000,2400000000
ZAGROS,d,20150825,000000,12498,12500,12200,12290,123988,1544086500,34,12498,زاگرس,13940603,000000,12454,29496000000000,2400000000
ZAGROS,d,20150826,000000,12201,12549,12201,12500,39554,494316528,17,12454,زاگرس,13940604,000000,12497,30000000000000,2400000000
ZAGROS,d,20150829,000000,12500,12619,12407,12619,61846,773632789,22,12497,زاگرس,13940607,000000,12509,30285600000000,2400000000
ZAGROS,d,20150830,000000,12510,12517,12400,12517,17435,216584765,17,12509,زاگرس,13940608,000000,12422,30040800000000,2400000000
ZAGROS,d,20150831,000000,12402,12599,12402,12450,17734,220312835,13,12422,زاگرس,13940609,000000,12423,29880000000000,2400000000
ZAGROS,d,20150901,000000,12430,12546,12430,12450,21690,271281080,25,12423,زاگرس,13940610,000000,12507,29880000000000,2400000000
ZAGROS,d,20150902,000000,12500,12500,12402,12413,13176,163867958,20,12507,زاگرس,13940611,000000,12437,29791200000000,2400000000
ZAGROS,d,20150905,000000,12414,12500,12351,12400,88859,1106824437,44,12437,زاگرس,13940614,000000,12456,29760000000000,2400000000
ZAGROS,d,20150906,000000,12341,12341,12201,12225,19786,242675943,22,12456,زاگرس,13940615,000000,12265,29340000000000,2400000000
ZAGROS,d,20150907,000000,12300,12377,12230,12255,22036,269617318,24,12265,زاگرس,13940616,000000,12235,29412000000000,2400000000
ZAGROS,d,20150908,000000,12250,12285,12176,12176,82793,1014089909,42,12235,زاگرس,13940617,000000,12248,29222400000000,2400000000
ZAGROS,d,20150909,000000,12176,12457,12176,12300,65866,804821680,21,12248,زاگرس,13940618,000000,12219,29520000000000,2400000000
ZAGROS,d,20150912,000000,12200,12200,12041,12130,19301,233740093,11,12219,زاگرس,13940621,000000,12110,29112000000000,2400000000
ZAGROS,d,20150913,000000,12050,12150,11800,11810,149271,1794958854,67,12110,زاگرس,13940622,000000,12025,28344000000000,2400000000
ZAGROS,d,20150914,000000,11800,11999,11424,11424,80115,928112768,64,12025,زاگرس,13940623,000000,11585,27417600000000,2400000000
ZAGROS,d,20150915,000000,11422,11422,11007,11007,79866,881381445,47,11585,زاگرس,13940624,000000,11036,26416800000000,2400000000
ZAGROS,d,20150916,000000,10730,10730,10485,10485,145064,1529346539,72,11036,زاگرس,13940625,000000,10543,25164000000000,2400000000
ZAGROS,d,20150919,000000,10200,10500,10200,10400,33150,344387440,18,10543,زاگرس,13940628,000000,10389,24960000000000,2400000000
ZAGROS,d,20150920,000000,10320,10320,9912,9951,45879,463301172,36,10389,زاگرس,13940629,000000,10098,23882400000000,2400000000
ZAGROS,d,20150921,000000,10100,10100,10000,10090,21874,219034249,18,10098,زاگرس,13940630,000000,10013,24216000000000,2400000000
ZAGROS,d,20150922,000000,10000,10100,9666,10000,181580,1815267780,62,10013,زاگرس,13940631,000000,9997,24000000000000,2400000000
ZAGROS,d,20150923,000000,10000,10192,10000,10100,83505,842118680,24,9997,زاگرس,13940701,000000,10085,24240000000000,2400000000
ZAGROS,d,20150926,000000,10000,10000,9757,9810,33909,334466997,30,10085,زاگرس,13940704,000000,9864,23544000000000,2400000000
ZAGROS,d,20150927,000000,9989,9990,9850,9990,32842,327075150,21,9864,زاگرس,13940705,000000,9959,23976000000000,2400000000
ZAGROS,d,20150928,000000,9900,9998,9800,9800,73676,727938526,57,9959,زاگرس,13940706,000000,9880,23520000000000,2400000000
ZAGROS,d,20150929,000000,9850,9850,9602,9602,157717,1538717090,84,9880,زاگرس,13940707,000000,9756,23044800000000,2400000000
ZAGROS,d,20150930,000000,9552,9649,9400,9450,71637,679527226,41,9756,زاگرس,13940708,000000,9486,22680000000000,2400000000
ZAGROS,d,20151003,000000,9432,9675,9400,9400,1794783,17312038591,78,9486,زاگرس,13940711,000000,9646,22560000000000,2400000000
ZAGROS,d,20151004,000000,9400,9450,9310,9449,37865,356668339,32,9646,زاگرس,13940712,000000,9419,22677600000000,2400000000
ZAGROS,d,20151005,000000,9580,9600,9452,9470,92974,884550349,30,9419,زاگرس,13940713,000000,9514,22728000000000,2400000000
ZAGROS,d,20151006,000000,9416,9675,9416,9460,392365,3770460203,29,9514,زاگرس,13940714,000000,9610,22704000000000,2400000000
ZAGROS,d,20151007,000000,9472,9853,9472,9848,93846,906983709,37,9610,زاگرس,13940715,000000,9665,23635200000000,2400000000
ZAGROS,d,20151010,000000,9885,9885,9701,9885,80242,786745535,30,9665,زاگرس,13940718,000000,9805,23724000000000,2400000000
ZAGROS,d,20151011,000000,9800,9892,9800,9892,76851,756833907,32,9805,زاگرس,13940719,000000,9848,23740800000000,2400000000
ZAGROS,d,20151012,000000,9900,10000,9900,10000,44021,438888635,36,9848,زاگرس,13940720,000000,9970,24000000000000,2400000000
ZAGROS,d,20151013,000000,10130,10468,10130,10468,146796,1534063901,55,9970,زاگرس,13940721,000000,10450,25123200000000,2400000000
ZAGROS,d,20151014,000000,10502,10972,10502,10760,212600,2324139890,114,10450,زاگرس,13940722,000000,10932,25824000000000,2400000000
ZAGROS,d,20151017,000000,11221,11250,10809,11000,203923,2261696756,120,10932,زاگرس,13940725,000000,11091,26400000000000,2400000000
ZAGROS,d,20151018,000000,11330,11330,10537,10537,141352,1516259799,117,11091,زاگرس,13940726,000000,10727,25288800000000,2400000000
ZAGROS,d,20151019,000000,10400,10537,10191,10397,107666,1102967667,100,10727,زاگرس,13940727,000000,10244,24952800000000,2400000000
ZAGROS,d,20151020,000000,10394,10400,10202,10363,24856,257520324,34,10244,زاگرس,13940728,000000,10360,24871200000000,2400000000
ZAGROS,d,20151021,000000,10203,10488,10203,10480,48923,506497285,65,10360,زاگرس,13940729,000000,10353,25152000000000,2400000000
ZAGROS,d,20151025,000000,10499,10499,10300,10450,31966,333085521,50,10353,زاگرس,13940803,000000,10420,25080000000000,2400000000
ZAGROS,d,20151026,000000,10527,10800,10527,10700,34997,373675625,37,10420,زاگرس,13940804,000000,10677,25680000000000,2400000000
ZAGROS,d,20151027,000000,10693,10900,10500,10508,34589,369978560,54,10677,زاگرس,13940805,000000,10696,25219200000000,2400000000
ZAGROS,d,20151028,000000,10890,10890,10310,10400,22467,233768948,27,10696,زاگرس,13940806,000000,10405,24960000000000,2400000000
ZAGROS,d,20151031,000000,10291,10493,10291,10480,8291,86407043,24,10405,زاگرس,13940809,000000,10422,25152000000000,2400000000
ZAGROS,d,20151101,000000,10490,10491,10291,10291,31129,321835010,40,10422,زاگرس,13940810,000000,10339,24698400000000,2400000000
ZAGROS,d,20151102,000000,10430,10435,10400,10400,1435,14954650,18,10339,زاگرس,13940811,000000,10421,24960000000000,2400000000
ZAGROS,d,20151103,000000,10350,10475,10350,10470,82617,864570288,57,10421,زاگرس,13940812,000000,10465,25128000000000,2400000000
ZAGROS,d,20151104,000000,10480,10588,10480,10586,27193,287263224,18,10465,زاگرس,13940813,000000,10564,25406400000000,2400000000
ZAGROS,d,20151107,000000,10410,10600,10406,10470,58450,618494688,21,10564,زاگرس,13940816,000000,10582,25128000000000,2400000000
ZAGROS,d,20151108,000000,10455,11079,10455,11079,209357,2294837845,82,10582,زاگرس,13940817,000000,10961,26589600000000,2400000000
