<Ticker>,<Per>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<VAL>,<COUNT>,<PREVIOUS>,<COL1>,<COL2>,<TSEClose>,<MarketValue>,<ShareCount>
ZAGROS,d,20170726,000000,17601,18000,17600,18000,301269,5405444606,64,17713,زاگرس,13960504,000000,17942,43200000000000,2400000000
ZAGROS,d,20170729,000000,18050,18135,18050,18120,67832,1228390650,19,17942,زاگرس,13960507,000000,18109,43488000000000,2400000000
ZAGROS,d,20170730,000000,18119,18119,17800,18000,20283,365975703,30,18109,زاگرس,13960508,000000,18043,43200000000000,2400000000
ZAGROS,d,20170731,000000,17800,18239,17800,18239,143864,2580849704,49,18043,زاگرس,13960509,000000,17940,43773600000000,2400000000
ZAGROS,d,20170801,000000,18288,18511,18288,18365,451402,8334182986,112,17940,زاگرس,13960510,000000,18463,44076000000000,2400000000
ZAGROS,d,20170802,000000,18578,18578,18200,18202,89362,1626524773,22,18463,زاگرس,13960511,000000,18202,43684800000000,2400000000
ZAGROS,d,20170806,000000,18269,18350,18200,18200,76125,1386034370,22,18202,زاگرس,13960515,000000,18207,43680000000000,2400000000
ZAGROS,d,20170807,000000,18050,18051,18001,18008,70074,1262653342,18,18207,زاگرس,13960516,000000,18019,43219200000000,2400000000
ZAGROS,d,20170808,000000,18095,18101,18095,18100,20343,368128157,15,18019,زاگرس,13960517,000000,18096,43440000000000,2400000000
ZAGROS,d,20170809,000000,18012,18099,18010,18021,59880,1079076251,27,18096,زاگرس,13960518,000000,18021,43250400000000,2400000000
ZAGROS,d,20170812,000000,18100,18399,18053,18061,963128,17433231453,58,18021,زاگرس,13960521,000000,18101,43346400000000,2400000000
ZAGROS,d,20170813,000000,18060,18060,17977,18000,202683,3651854600,59,18101,زاگرس,13960522,000000,18018,43200000000000,2400000000
ZAGROS,d,20170814,000000,17999,18000,17900,17902,113852,2045161237,41,18018,زاگرس,13960523,000000,17963,42964800000000,2400000000
ZAGROS,d,20170815,000000,17858,17900,17838,17838,16586,296088872,27,17963,زاگرس,13960524,000000,17852,42811200000000,2400000000
ZAGROS,d,20170816,000000,17990,17990,17790,17899,84584,1508019739,63,17852,زاگرس,13960525,000000,17829,42957600000000,2400000000
ZAGROS,d,20170819,000000,17989,18110,17989,18110,376673,6779516146,65,17829,زاگرس,13960528,000000,17998,43464000000000,2400000000
ZAGROS,d,20170820,000000,18100,18342,18100,18117,90631,1653891565,69,17998,زاگرس,13960529,000000,18249,43480800000000,2400000000
ZAGROS,d,20170821,000000,18340,18350,18108,18300,99422,1823078915,72,18249,زاگرس,13960530,000000,18337,43920000000000,2400000000
ZAGROS,d,20170822,000000,18300,18746,18300,18499,1223517,22627818889,109,18337,زاگرس,13960531,000000,18494,44397600000000,2400000000
ZAGROS,d,20170823,000000,18560,19120,18560,18752,313775,5946154611,103,18494,زاگرس,13960601,000000,18950,45004800000000,2400000000
ZAGROS,d,20170826,000000,19130,19897,18851,19897,3322707,66082502909,278,18950,زاگرس,13960604,000000,19888,47752800000000,2400000000
ZAGROS,d,20170827,000000,20500,20858,20343,20800,3148759,64602331361,403,19888,زاگرس,13960605,000000,20517,49920000000000,2400000000
ZAGROS,d,20170828,000000,20790,20989,20354,20599,2349824,48499227296,240,20517,زاگرس,13960606,000000,20640,49437600000000,2400000000
ZAGROS,d,20170829,000000,20599,21440,20200,20200,1594653,32728650000,189,20640,زاگرس,13960607,000000,20524,48480000000000,2400000000
ZAGROS,d,20170830,000000,20300,20500,19900,20000,1552963,31171813058,151,20524,زاگرس,13960608,000000,20072,48000000000000,2400000000
ZAGROS,d,20170902,000000,20880,20890,20400,20500,423114,8686018431,98,20072,زاگرس,13960611,000000,20529,49200000000000,2400000000
ZAGROS,d,20170903,000000,20500,20910,20500,20550,137881,2851668044,78,20529,زاگرس,13960612,000000,20682,49320000000000,2400000000
ZAGROS,d,20170904,000000,20695,20800,20551,20551,389953,8062169771,72,20682,زاگرس,13960613,000000,20675,49322400000000,2400000000
ZAGROS,d,20170905,000000,20889,20889,19999,20002,2098570,42454228534,248,20675,زاگرس,13960614,000000,20230,48004800000000,2400000000
ZAGROS,d,20170906,000000,20100,20500,20061,20300,142880,2892773720,53,20230,زاگرس,13960615,000000,20246,48720000000000,2400000000
ZAGROS,d,20170910,000000,20300,20849,20300,20700,2531112,51988820775,287,20246,زاگرس,13960619,000000,20540,49680000000000,2400000000
ZAGROS,d,20170911,000000,20877,21208,20700,20800,747504,15662090236,204,20540,زاگرس,13960620,000000,20953,49920000000000,2400000000
ZAGROS,d,20170912,000000,21198,21198,20753,21000,101998,2121041094,72,20953,زاگرس,13960621,000000,20795,50400000000000,2400000000
ZAGROS,d,20170913,000000,21000,21000,20705,20900,127154,2651366224,106,20795,زاگرس,13960622,000000,20852,50160000000000,2400000000
ZAGROS,d,20170916,000000,21000,21196,20704,20770,786044,16408425797,171,20852,زاگرس,13960625,000000,20875,49848000000000,2400000000
ZAGROS,d,20170917,000000,20990,21000,20400,20800,1399020,28619929389,134,20875,زاگرس,13960626,000000,20457,49920000000000,2400000000
ZAGROS,d,20170918,000000,20504,21000,20500,21000,1803762,37029853755,131,20457,زاگرس,13960627,000000,20529,50400000000000,2400000000
ZAGROS,d,20170919,000000,21000,21301,20999,21301,160834,3413879767,68,20529,زاگرس,13960628,000000,21226,51122400000000,2400000000
ZAGROS,d,20170920,000000,21420,21421,21132,21392,89894,1921627908,44,21226,زاگرس,13960629,000000,21377,51340800000000,2400000000
ZAGROS,d,20170923,000000,21000,21198,20906,21018,101622,2137362262,89,21377,زاگرس,13960701,000000,21032,50443200000000,2400000000
ZAGROS,d,20170924,000000,20928,21540,20202,21200,1067873,22188237228,260,21032,زاگرس,13960702,000000,20778,50880000000000,2400000000
ZAGROS,d,20170925,000000,20260,20998,20260,20450,79814,1635443670,55,20778,زاگرس,13960703,000000,20491,49080000000000,2400000000
ZAGROS,d,20170926,000000,20500,21000,20500,20531,158144,3292886875,51,20491,زاگرس,13960704,000000,20822,49274400000000,2400000000
ZAGROS,d,20170927,000000,20978,20978,20559,20750,26508,547439340,22,20822,زاگرس,13960705,000000,20652,49800000000000,2400000000
ZAGROS,d,20171002,000000,20450,20652,20210,20360,142441,2888688578,53,20652,زاگرس,13960710,000000,20280,48864000000000,2400000000
ZAGROS,d,20171003,000000,20598,20598,20020,20289,553939,11139700848,123,20280,زاگرس,13960711,000000,20110,48693600000000,2400000000
ZAGROS,d,20171004,000000,20100,20370,20050,20201,120157,2430626059,59,20110,زاگرس,13960712,000000,20229,48482400000000,2400000000
ZAGROS,d,20171007,000000,20100,20250,20100,20200,45577,919514954,53,20229,زاگرس,13960715,000000,20175,48480000000000,2400000000
ZAGROS,d,20171008,000000,20260,20599,20110,20580,1317094,26572765501,82,20175,زاگرس,13960716,000000,20175,49392000000000,2400000000
ZAGROS,d,20171009,000000,20282,20850,20282,20540,829554,17071460426,244,20175,زاگرس,13960717,000000,20579,49296000000000,2400000000
ZAGROS,d,20171010,000000,20600,21170,20600,20600,689615,14337923895,259,20579,زاگرس,13960718,000000,20791,49440000000000,2400000000
ZAGROS,d,20171011,000000,20801,20996,20650,20784,293064,6068310968,113,20791,زاگرس,13960719,000000,20706,49881600000000,2400000000
ZAGROS,d,20171014,000000,20592,20894,20592,20699,523297,10805725862,132,20706,زاگرس,13960722,000000,20649,49677600000000,2400000000
ZAGROS,d,20171015,000000,20728,20900,20650,20700,340017,7045630040,123,20649,زاگرس,13960723,000000,20721,49680000000000,2400000000
ZAGROS,d,20171016,000000,20735,20751,20661,20700,292367,6047040673,104,20721,زاگرس,13960724,000000,20683,49680000000000,2400000000
ZAGROS,d,20171017,000000,20670,20800,20670,20690,58808,1217492794,35,20683,زاگرس,13960725,000000,20703,49656000000000,2400000000
ZAGROS,d,20171018,000000,20685,21100,20685,20900,412589,8636526203,102,20703,زاگرس,13960726,000000,20933,50160000000000,2400000000
ZAGROS,d,20171021,000000,21180,21900,20933,21540,2409265,51850917352,341,20933,زاگرس,13960729,000000,21521,51696000000000,2400000000
ZAGROS,d,20171022,000000,21800,22000,21650,22000,290776,6339667436,108,21521,زاگرس,13960730,000000,21803,52800000000000,2400000000
ZAGROS,d,20171023,000000,22893,22893,22890,22893,3668106,83973809204,428,21803,زاگرس,13960801,000000,22893,54943200000000,2400000000
ZAGROS,d,20171024,000000,22894,23450,22820,23400,1002585,23142487984,394,22893,زاگرس,13960802,000000,23083,56160000000000,2400000000
ZAGROS,d,20171025,000000,23499,24000,23100,23999,608056,14376480373,192,23083,زاگرس,13960803,000000,23643,57597600000000,2400000000
ZAGROS,d,20171028,000000,24029,24237,23800,24000,1047284,25185185972,425,23643,زاگرس,13960806,000000,24048,57600000000000,2400000000
ZAGROS,d,20171029,000000,24009,25250,24009,25000,4445230,111032307061,601,24048,زاگرس,13960807,000000,24978,60000000000000,2400000000
ZAGROS,d,20171030,000000,25351,25960,24710,24950,305300,7644691954,250,24978,زاگرس,13960808,000000,25040,59880000000000,2400000000
ZAGROS,d,20171031,000000,25200,25200,24310,24900,858983,21352817199,260,25040,زاگرس,13960809,000000,24858,59760000000000,2400000000
ZAGROS,d,20171101,000000,24860,25070,24355,25047,906775,22637812272,216,24858,زاگرس,13960810,000000,24965,60112800000000,2400000000
ZAGROS,d,20171104,000000,25000,25350,25000,25225,516745,13029902303,195,24965,زاگرس,13960813,000000,25215,60540000000000,2400000000
ZAGROS,d,20171105,000000,25310,25449,25041,25198,137214,3460407906,102,25215,زاگرس,13960814,000000,25219,60475200000000,2400000000
ZAGROS,d,20171106,000000,25399,25399,24820,24820,316839,7890714825,118,25219,زاگرس,13960815,000000,24904,59568000000000,2400000000
ZAGROS,d,20171107,000000,24950,25298,24905,25125,256165,6422041223,125,24904,زاگرس,13960816,000000,25070,60300000000000,2400000000
ZAGROS,d,20171108,000000,25468,25468,25011,25120,181413,4569585180,117,25070,زاگرس,13960817,000000,25189,60288000000000,2400000000
ZAGROS,d,20171111,000000,25399,25500,24960,25000,208637,5237866411,89,25189,زاگرس,13960820,000000,25105,60000000000000,2400000000
ZAGROS,d,20171112,000000,25011,25198,24921,25000,66390,1659954031,54,25105,زاگرس,13960821,000000,25003,60000000000000,2400000000
ZAGROS,d,20171113,000000,25000,25386,24892,24893,1320047,32965994172,215,25003,زاگرس,13960822,000000,24973,59743200000000,2400000000
ZAGROS,d,20171114,000000,24899,25099,24861,24979,224545,5599673935,71,24973,زاگرس,13960823,000000,24938,59949600000000,2400000000
ZAGROS,d,20171115,000000,25000,25287,24803,25287,1546404,38670546695,206,24938,زاگرس,13960824,000000,25007,60688800000000,2400000000
ZAGROS,d,20171118,000000,25370,25400,25030,25271,893841,22558112843,110,25007,زاگرس,13960827,000000,25237,60650400000000,2400000000
ZAGROS,d,20171120,000000,25450,25800,25450,25663,134404,3443342279,121,25237,زاگرس,13960829,000000,25619,61591200000000,2400000000
ZAGROS,d,20171121,000000,25843,25844,25610,25750,472345,12164995441,153,25619,زاگرس,13960830,000000,25754,61800000000000,2400000000
ZAGROS,d,20171122,000000,25920,26998,25900,26750,928479,24612225117,393,25754,زاگرس,13960901,000000,26508,64200000000000,2400000000
ZAGROS,d,20171125,000000,27750,27750,27201,27296,268911,7397225623,242,26508,زاگرس,13960904,000000,27508,65510400000000,2400000000
ZAGROS,d,20171126,000000,27396,27397,27000,27299,209609,5702030361,118,27508,زاگرس,13960905,000000,27203,65517600000000,2400000000
ZAGROS,d,20171128,000000,27800,28496,27389,28105,513495,14368105264,255,27203,زاگرس,13960907,000000,27981,67452000000000,2400000000
ZAGROS,d,20171129,000000,28399,28399,27970,28100,207913,5851326884,177,27981,زاگرس,13960908,000000,28143,67440000000000,2400000000
ZAGROS,d,20171202,000000,28500,28500,28115,28175,369460,10470347047,156,28143,زاگرس,13960911,000000,28340,67620000000000,2400000000
ZAGROS,d,20171210,000000,29009,29299,29009,29200,2072404,60273385321,298,28340,زاگرس,13960919,000000,29084,70080000000000,2400000000
ZAGROS,d,20171211,000000,29790,29790,28700,28800,813005,23590600076,384,29084,زاگرس,13960920,000000,29017,69120000000000,2400000000
ZAGROS,d,20171212,000000,28789,29070,28000,28900,591896,17133761194,244,29017,زاگرس,13960921,000000,28947,69360000000000,2400000000
ZAGROS,d,20171213,000000,28505,29190,28505,28900,1364845,39590577541,298,28947,زاگرس,13960922,000000,29007,69360000000000,2400000000
ZAGROS,d,20171216,000000,29399,30438,29399,30000,1555203,46860316136,529,29007,زاگرس,13960925,000000,30131,72000000000000,2400000000
ZAGROS,d,20171217,000000,30300,30300,29900,29902,539001,16168929633,278,30131,زاگرس,13960926,000000,29998,71764800000000,2400000000
ZAGROS,d,20171218,000000,29911,30000,29600,29800,167103,4993203429,165,29998,زاگرس,13960927,000000,29881,71520000000000,2400000000
ZAGROS,d,20171219,000000,29800,30055,29500,29995,654744,19610165266,272,29881,زاگرس,13960928,000000,29951,71988000000000,2400000000
ZAGROS,d,20171220,000000,29600,30199,29524,30181,392951,11809027389,186,29951,زاگرس,13960929,000000,30052,72434400000000,2400000000
ZAGROS,d,20171223,000000,30400,30650,30000,30137,1059690,31994020337,462,30052,زاگرس,13961002,000000,30192,72328800000000,2400000000
ZAGROS,d,20171224,000000,30440,31701,30200,31270,3354552,103943762537,844,30192,زاگرس,13961003,000000,30986,75048000000000,2400000000
ZAGROS,d,20171225,000000,31510,32535,31510,32000,5157494,165815474243,750,30986,زاگرس,13961004,000000,32150,76800000000000,2400000000
ZAGROS,d,20171226,000000,32915,32915,31011,31531,264658,8409373653,235,32150,زاگرس,13961005,000000,31774,75674400000000,2400000000
ZAGROS,d,20171227,000000,31774,32000,30720,31370,315533,9913039426,309,31774,زاگرس,13961006,000000,31417,75288000000000,2400000000
ZAGROS,d,20171230,000000,31398,31398,29847,30040,1189188,36236481828,531,31417,زاگرس,13961009,000000,30472,72096000000000,2400000000
ZAGROS,d,20171231,000000,30052,30393,29251,30000,1741113,51466948004,621,30472,زاگرس,13961010,000000,29560,72000000000000,2400000000
ZAGROS,d,20180101,000000,29511,31038,29511,30900,909569,27900053084,264,29560,زاگرس,13961011,000000,30674,74160000000000,2400000000
ZAGROS,d,20180102,000000,31000,31185,30866,30900,653011,20247583126,236,30674,زاگرس,13961012,000000,31006,74160000000000,2400000000
ZAGROS,d,20180103,000000,30999,31000,30800,31000,1118653,34621572797,215,31006,زاگرس,13961013,000000,30949,74400000000000,2400000000
ZAGROS,d,20180106,000000,30822,31996,30821,31436,638630,20118810120,193,30949,زاگرس,13961016,000000,31503,75446400000000,2400000000
ZAGROS,d,20180107,000000,31997,31997,31152,31152,264007,8281399755,201,31503,زاگرس,13961017,000000,31368,74764800000000,2400000000
ZAGROS,d,20180108,000000,31200,31488,31000,31301,403334,12583329116,178,31368,زاگرس,13961018,000000,31198,75122400000000,2400000000
ZAGROS,d,20180109,000000,31482,32757,31416,32479,4916622,159758981156,765,31198,زاگرس,13961019,000000,32494,77949600000000,2400000000
ZAGROS,d,20180110,000000,32890,32890,32200,32780,567298,18448194686,203,32494,زاگرس,13961020,000000,32519,78672000000000,2400000000
ZAGROS,d,20180113,000000,32600,33199,32600,32850,877496,28922299113,370,32519,زاگرس,13961023,000000,32960,78840000000000,2400000000
ZAGROS,d,20180114,000000,32994,33499,32900,32988,1528147,50697682003,534,32960,زاگرس,13961024,000000,33176,79171200000000,2400000000
ZAGROS,d,20180115,000000,33250,33880,32980,33001,1299923,42922474666,382,33176,زاگرس,13961025,000000,33019,79202400000000,2400000000
ZAGROS,d,20180116,000000,33003,33370,32902,33000,780346,25795918018,245,33019,زاگرس,13961026,000000,33057,79200000000000,2400000000
ZAGROS,d,20180117,000000,33000,33004,32501,33000,830295,27303235209,265,33057,زاگرس,13961027,000000,32884,79200000000000,2400000000
ZAGROS,d,20180120,000000,33270,33270,32202,32250,526202,17150051763,304,32884,زاگرس,13961030,000000,32592,77400000000000,2400000000
ZAGROS,d,20180121,000000,32250,33500,31900,33300,1120814,36228014032,403,32592,زاگرس,13961101,000000,32323,79920000000000,2400000000
ZAGROS,d,20180122,000000,33135,33699,32500,32800,2437348,80586316499,522,32323,زاگرس,13961102,000000,33063,78720000000000,2400000000
ZAGROS,d,20180123,000000,33499,33500,32953,32991,1587474,52643958639,409,33063,زاگرس,13961103,000000,33162,79178400000000,2400000000
ZAGROS,d,20180124,000000,33060,33060,32701,32780,534019,17569067518,290,33162,زاگرس,13961104,000000,32900,78672000000000,2400000000
ZAGROS,d,20180127,000000,32996,32996,31959,32000,1019667,32702594502,506,32900,زاگرس,13961107,000000,32072,76800000000000,2400000000
ZAGROS,d,20180128,000000,31999,32188,31910,32001,330713,10593363899,201,32072,زاگرس,13961108,000000,32032,76802400000000,2400000000
ZAGROS,d,20180129,000000,32100,32200,31972,32200,1044033,33427555893,277,32032,زاگرس,13961109,000000,32018,77280000000000,2400000000
ZAGROS,d,20180130,000000,32101,32700,32101,32514,1016507,32989467383,337,32018,زاگرس,13961110,000000,32454,78033600000000,2400000000
ZAGROS,d,20180131,000000,32270,33300,32270,32454,1925065,62950923880,721,32454,زاگرس,13961111,000000,32701,77889600000000,2400000000
ZAGROS,d,20180203,000000,32960,32960,32471,32500,642205,20955121933,297,32701,زاگرس,13961114,000000,32630,78000000000000,2400000000
ZAGROS,d,20180204,000000,32502,32800,32500,32600,785112,25607317794,302,32630,زاگرس,13961115,000000,32616,78240000000000,2400000000
ZAGROS,d,20180205,000000,32658,33299,32601,32870,4672693,153908828269,564,32616,زاگرس,13961116,000000,32938,78888000000000,2400000000
ZAGROS,d,20180206,000000,33195,33270,32600,33004,2098631,69103243952,441,32938,زاگرس,13961117,000000,32928,79209600000000,2400000000
ZAGROS,d,20180207,000000,34000,35000,33000,33900,2765749,94248344179,1137,32928,زاگرس,13961118,000000,34077,81360000000000,2400000000
